	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt	C:\Users\Malinda Hapuarachchi\Documents\PhD\Study 1. Methods Study\Visual 3D Files\F03\F03_CTRL2_converted.txt
	FZsum	FZsum_1Hz	FZsum_2Hz	FZsum_3Hz	FZsum_4Hz	FZsum_5Hz	FZsum_6Hz	FZsum_7Hz	FZsum_8Hz	FZsum_9Hz	FZsum_10Hz	FZsum_11Hz	FZsum_12Hz	FZsum_13Hz	FZsum_14Hz	FZsum_15Hz	FZsum_20Hz	FZsum_25Hz	FZsum_30Hz	FZsum_35Hz	FZsum_40Hz	FZsum_45Hz	FZsum_50Hz	FZsum_60Hz	FZsum_70Hz	FZsum_80Hz	FZsum_90Hz	FZsum_100Hz	FZsum_125Hz	FZsum_150Hz	FZsum_175Hz	FZsum_200Hz
	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED	DERIVED
	PROCESSED	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER	FILTER
ITEM	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X
1	710.327393	710.285156	710.943848	711.137817	710.907959	710.665894	710.471069	710.347717	710.257813	710.207214	710.162903	710.133789	710.116821	710.099731	710.087341	710.076294	710.040649	710.038086	710.054016	710.086304	710.134155	710.199646	710.279480	710.465576	710.657349	710.828735	710.968445	711.072571	711.189575	711.158081	711.054504	710.935730
2	711.015137	710.286194	710.940857	711.134827	710.907532	710.667908	710.474365	710.351563	710.261902	710.211121	710.166687	710.137451	710.120728	710.103821	710.091553	710.080627	710.043030	710.034241	710.040771	710.062439	710.100098	710.157471	710.232361	710.420837	710.630981	710.832153	711.007202	711.147461	711.344177	711.375793	711.323425	711.242859
3	711.182190	710.287231	710.937866	711.131897	710.907227	710.670166	710.477966	710.355774	710.266357	710.215454	710.170898	710.141541	710.125061	710.108398	710.096191	710.085388	710.045532	710.029785	710.025452	710.034058	710.057861	710.102112	710.165833	710.341187	710.552429	710.767151	710.964600	711.133118	711.415527	711.547241	711.599731	711.614624
4	712.065796	710.288208	710.934814	711.128967	710.906982	710.672607	710.481812	710.360291	710.271118	710.220154	710.175476	710.145996	710.129761	710.113403	710.101257	710.090515	710.048218	710.024841	710.008362	710.001587	710.007935	710.033936	710.079895	710.224731	710.416016	710.622314	710.821655	711.001038	711.343628	711.571594	711.739075	711.870239
5	712.591187	710.289246	710.931885	711.126160	710.906921	710.675354	710.486023	710.365234	710.276306	710.225342	710.180542	710.151001	710.135010	710.118958	710.106873	710.096191	710.051331	710.019897	709.990234	709.966125	709.951843	709.954834	709.976563	710.072998	710.221252	710.393005	710.567139	710.730774	711.071777	711.338257	711.564758	711.761780
6	712.233093	710.290283	710.928955	711.123413	710.906982	710.678284	710.490540	710.370544	710.281860	710.230957	710.186035	710.156494	710.140747	710.125061	710.113037	710.102417	710.055054	710.015381	709.972046	709.929321	709.892090	709.868286	709.860352	709.892639	709.976257	710.087585	710.207947	710.325623	710.583984	710.797424	710.981506	711.138672
7	710.136230	710.291321	710.926025	711.120728	710.907166	710.681396	710.495361	710.376221	710.287781	710.237000	710.192017	710.162476	710.147034	710.131714	710.119812	710.109253	710.059631	710.012024	709.955139	709.893616	709.832520	709.779968	709.739136	709.696777	709.700317	709.731873	709.776550	709.824585	709.934448	710.019531	710.079041	710.112183
8	707.318359	710.292419	710.923096	711.118103	710.907471	710.684692	710.500488	710.382263	710.294128	710.243469	710.198486	710.169006	710.153870	710.138977	710.127258	710.116821	710.065430	710.010620	709.941223	709.862000	709.777954	709.697083	709.623169	709.503479	709.421387	709.365723	709.326233	709.295776	709.236267	709.177063	709.105713	709.021545
